,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,OriginTitle,totalSeasons
2,Terminator 2: Judgment Day,1991,R,03 Jul 1991,137 min,"Action, Sci-Fi",James Cameron,"James Cameron, William Wisher","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.","English, Spanish",USA,Won 4 Oscars. Another 32 wins & 33 nominations.,https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '75/100'}",75,8.5,"967,267",tt0103064,movie,31 Mar 1998,"$198,116,802",TriStar Pictures,N/A,True,Terminator 2: Judgment Day,
0,The Avengers,2012,PG-13,04 May 2012,143 min,"Action, Adventure, Sci-Fi",Joss Whedon,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,"English, Russian, Hindi",USA,Nominated for 1 Oscar. Another 38 wins & 79 nominations.,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",69,8.0,"1,234,641",tt0848228,movie,25 Sep 2012,"$623,279,547",Walt Disney Pictures,N/A,True,The Avengers,
1,The Avengers,2012,PG-13,04 May 2012,143 min,"Action, Adventure, Sci-Fi",Joss Whedon,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,"English, Russian, Hindi",USA,Nominated for 1 Oscar. Another 38 wins & 79 nominations.,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '92%'}",69,8.0,"1,234,641",tt0848228,movie,25 Sep 2012,"$623,279,547",Walt Disney Pictures,N/A,True,The Avengers,
2,The Avengers,2012,PG-13,04 May 2012,143 min,"Action, Adventure, Sci-Fi",Joss Whedon,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,"English, Russian, Hindi",USA,Nominated for 1 Oscar. Another 38 wins & 79 nominations.,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '69/100'}",69,8.0,"1,234,641",tt0848228,movie,25 Sep 2012,"$623,279,547",Walt Disney Pictures,N/A,True,The Avengers,
0,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,PG,08 Nov 1984,103 min,"Adventure, Comedy, Romance, Sci-Fi",W.D. Richter,Earl Mac Rauch,"Peter Weller, John Lithgow, Ellen Barkin, Jeff Goldblum","Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMmE1OWZjYjctYzZlNi00YmEyLTg4YWYtZDc4NTE2ODZlYzhhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",70,6.3,"23,264",tt0086856,movie,04 Jan 2002,N/A,Sherwood,N/A,True,The Adventures of Buckaroo Banzai Across the 8th Dimension,
1,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,PG,08 Nov 1984,103 min,"Adventure, Comedy, Romance, Sci-Fi",W.D. Richter,Earl Mac Rauch,"Peter Weller, John Lithgow, Ellen Barkin, Jeff Goldblum","Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMmE1OWZjYjctYzZlNi00YmEyLTg4YWYtZDc4NTE2ODZlYzhhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '69%'}",70,6.3,"23,264",tt0086856,movie,04 Jan 2002,N/A,Sherwood,N/A,True,The Adventures of Buckaroo Banzai Across the 8th Dimension,
2,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,PG,08 Nov 1984,103 min,"Adventure, Comedy, Romance, Sci-Fi",W.D. Richter,Earl Mac Rauch,"Peter Weller, John Lithgow, Ellen Barkin, Jeff Goldblum","Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMmE1OWZjYjctYzZlNi00YmEyLTg4YWYtZDc4NTE2ODZlYzhhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '70/100'}",70,6.3,"23,264",tt0086856,movie,04 Jan 2002,N/A,Sherwood,N/A,True,The Adventures of Buckaroo Banzai Across the 8th Dimension,
0,Blast from the Past,1999,PG-13,12 Feb 1999,112 min,"Comedy, Drama, Romance, Sci-Fi",Hugh Wilson,"Bill Kelly (story), Bill Kelly (screenplay), Hugh Wilson (screenplay)","Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek",A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.,"English, French, German, Latin",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZGFiZjRhMTYtZmMzYS00MGEyLWEzN2EtNWMzMjA3OGI0NGZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",48,6.6,"57,939",tt0124298,movie,26 Dec 2001,N/A,New Line Home Entertainment,N/A,True,Blast from the Past,
1,Blast from the Past,1999,PG-13,12 Feb 1999,112 min,"Comedy, Drama, Romance, Sci-Fi",Hugh Wilson,"Bill Kelly (story), Bill Kelly (screenplay), Hugh Wilson (screenplay)","Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek",A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.,"English, French, German, Latin",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZGFiZjRhMTYtZmMzYS00MGEyLWEzN2EtNWMzMjA3OGI0NGZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '58%'}",48,6.6,"57,939",tt0124298,movie,26 Dec 2001,N/A,New Line Home Entertainment,N/A,True,Blast from the Past,
2,Blast from the Past,1999,PG-13,12 Feb 1999,112 min,"Comedy, Drama, Romance, Sci-Fi",Hugh Wilson,"Bill Kelly (story), Bill Kelly (screenplay), Hugh Wilson (screenplay)","Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek",A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.,"English, French, German, Latin",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZGFiZjRhMTYtZmMzYS00MGEyLWEzN2EtNWMzMjA3OGI0NGZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '48/100'}",48,6.6,"57,939",tt0124298,movie,26 Dec 2001,N/A,New Line Home Entertainment,N/A,True,Blast from the Past,
0,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,19 Dec 2001,178 min,"Action, Adventure, Drama, Fantasy",Peter Jackson,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay)","Alan Howard, Noel Appleby, Sean Astin, Sala Baker",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"English, Sindarin",New Zealand,Won 4 Oscars. Another 114 wins & 124 nominations.,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.8/10'}",92,8.8,"1,606,070",tt0120737,movie,06 Aug 2002,"$314,000,000",New Line Cinema,N/A,True,The Lord of the Rings: The Fellowship of the Ring,
1,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,19 Dec 2001,178 min,"Action, Adventure, Drama, Fantasy",Peter Jackson,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay)","Alan Howard, Noel Appleby, Sean Astin, Sala Baker",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"English, Sindarin",New Zealand,Won 4 Oscars. Another 114 wins & 124 nominations.,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '91%'}",92,8.8,"1,606,070",tt0120737,movie,06 Aug 2002,"$314,000,000",New Line Cinema,N/A,True,The Lord of the Rings: The Fellowship of the Ring,
2,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,19 Dec 2001,178 min,"Action, Adventure, Drama, Fantasy",Peter Jackson,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay)","Alan Howard, Noel Appleby, Sean Astin, Sala Baker",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"English, Sindarin",New Zealand,Won 4 Oscars. Another 114 wins & 124 nominations.,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '92/100'}",92,8.8,"1,606,070",tt0120737,movie,06 Aug 2002,"$314,000,000",New Line Cinema,N/A,True,The Lord of the Rings: The Fellowship of the Ring,
0,The Sandlot,1993,PG,07 Apr 1993,101 min,"Comedy, Drama, Family, Sport",David Mickey Evans,"David Mickey Evans, Robert Gunter","Art LaFleur, Tom Guiry, Mike Vitar, Patrick Renna","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BODllYjM1ODItYjBmOC00MzkwLWJmM2YtMjMyZDU3MGJhNjc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",55,7.8,"76,397",tt0108037,movie,29 Jan 2002,N/A,20th Century Fox,N/A,True,The Sandlot,
1,The Sandlot,1993,PG,07 Apr 1993,101 min,"Comedy, Drama, Family, Sport",David Mickey Evans,"David Mickey Evans, Robert Gunter","Art LaFleur, Tom Guiry, Mike Vitar, Patrick Renna","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BODllYjM1ODItYjBmOC00MzkwLWJmM2YtMjMyZDU3MGJhNjc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '61%'}",55,7.8,"76,397",tt0108037,movie,29 Jan 2002,N/A,20th Century Fox,N/A,True,The Sandlot,
2,The Sandlot,1993,PG,07 Apr 1993,101 min,"Comedy, Drama, Family, Sport",David Mickey Evans,"David Mickey Evans, Robert Gunter","Art LaFleur, Tom Guiry, Mike Vitar, Patrick Renna","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BODllYjM1ODItYjBmOC00MzkwLWJmM2YtMjMyZDU3MGJhNjc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '55/100'}",55,7.8,"76,397",tt0108037,movie,29 Jan 2002,N/A,20th Century Fox,N/A,True,The Sandlot,
0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,09 Dec 2005,143 min,"Adventure, Family, Fantasy",Andrew Adamson,"Ann Peacock (screenplay), Andrew Adamson (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), C.S. Lewis (book)","Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,"English, German, Brazilian Sign Language","UK, USA",Won 1 Oscar. Another 17 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",75,6.9,"356,487",tt0363771,movie,04 Apr 2006,"$291,685,219",Buena Vista,N/A,True,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
1,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,09 Dec 2005,143 min,"Adventure, Family, Fantasy",Andrew Adamson,"Ann Peacock (screenplay), Andrew Adamson (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), C.S. Lewis (book)","Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,"English, German, Brazilian Sign Language","UK, USA",Won 1 Oscar. Another 17 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '76%'}",75,6.9,"356,487",tt0363771,movie,04 Apr 2006,"$291,685,219",Buena Vista,N/A,True,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
2,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,09 Dec 2005,143 min,"Adventure, Family, Fantasy",Andrew Adamson,"Ann Peacock (screenplay), Andrew Adamson (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), C.S. Lewis (book)","Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,"English, German, Brazilian Sign Language","UK, USA",Won 1 Oscar. Another 17 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '75/100'}",75,6.9,"356,487",tt0363771,movie,04 Apr 2006,"$291,685,219",Buena Vista,N/A,True,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",
0,Three Kings,1999,R,01 Oct 1999,114 min,"Action, Adventure, Comedy, Drama, War",David O. Russell,"John Ridley (story), David O. Russell (screenplay)","George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.","English, Arabic",USA,8 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BZjQ5MzM1ZGItZDQyYi00ZDQ5LWJkMDQtYTIxZmIwNWQ5NmUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",82,7.1,"157,590",tt0120188,movie,04 Sep 2001,N/A,Warner Bros. Pictures,N/A,True,Three Kings,
1,Three Kings,1999,R,01 Oct 1999,114 min,"Action, Adventure, Comedy, Drama, War",David O. Russell,"John Ridley (story), David O. Russell (screenplay)","George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.","English, Arabic",USA,8 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BZjQ5MzM1ZGItZDQyYi00ZDQ5LWJkMDQtYTIxZmIwNWQ5NmUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '94%'}",82,7.1,"157,590",tt0120188,movie,04 Sep 2001,N/A,Warner Bros. Pictures,N/A,True,Three Kings,
2,Three Kings,1999,R,01 Oct 1999,114 min,"Action, Adventure, Comedy, Drama, War",David O. Russell,"John Ridley (story), David O. Russell (screenplay)","George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.","English, Arabic",USA,8 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BZjQ5MzM1ZGItZDQyYi00ZDQ5LWJkMDQtYTIxZmIwNWQ5NmUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '82/100'}",82,7.1,"157,590",tt0120188,movie,04 Sep 2001,N/A,Warner Bros. Pictures,N/A,True,Three Kings,
0,The Twilight Saga: New Moon,2009,PG-13,20 Nov 2009,130 min,"Adventure, Drama, Fantasy, Romance",Chris Weitz,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.","English, Italian",USA,20 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.7/10'}",44,4.7,"258,835",tt1259571,movie,20 Mar 2010,"$296,593,070",Summit Entertainment,N/A,True,The Twilight Saga: New Moon,
1,The Twilight Saga: New Moon,2009,PG-13,20 Nov 2009,130 min,"Adventure, Drama, Fantasy, Romance",Chris Weitz,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.","English, Italian",USA,20 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '28%'}",44,4.7,"258,835",tt1259571,movie,20 Mar 2010,"$296,593,070",Summit Entertainment,N/A,True,The Twilight Saga: New Moon,
2,The Twilight Saga: New Moon,2009,PG-13,20 Nov 2009,130 min,"Adventure, Drama, Fantasy, Romance",Chris Weitz,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.","English, Italian",USA,20 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '44/100'}",44,4.7,"258,835",tt1259571,movie,20 Mar 2010,"$296,593,070",Summit Entertainment,N/A,True,The Twilight Saga: New Moon,
0,A Monkey in Winter,1962,N/A,31 Jan 1963,105 min,"Comedy, Drama",Henri Verneuil,"Antoine Blondin (novel), François Boyer (adaptation), Michel Audiard (dialogue)","Jean Gabin, Jean-Paul Belmondo, Suzanne Flon, Gabrielle Dorziat","Albert is an inn owner who vowed never to drink again if he and his wife survived the war. They did, and the reformed alcoholic keeps his vow. But times have changed and soon after the war,...",French,France,N/A,https://m.media-amazon.com/images/M/MV5BNDU0MDVlMGEtNTgwMi00MjM4LWIzMGEtNmEzNTVjNzc3ZTdjXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",N/A,7.6,"2,050",tt0056636,movie,N/A,N/A,N/A,N/A,True,A Monkey in Winter,
0,"Happy Birthday, Wanda June",1971,R,09 Dec 1971,105 min,"Comedy, Drama",Mark Robson,"Kurt Vonnegut Jr. (play), Kurt Vonnegut Jr. (screenplay)","Rod Steiger, Susannah York, George Grizzard, Don Murray",A family reacts to the return of the patriarch who abandoned them seven years prior.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTEzYWU0MTItYTU0NS00MzRiLWJkYjYtNjY4MDQ3NWJlMTAyXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",N/A,6.1,248,tt0067180,movie,N/A,N/A,Columbia Pictures,N/A,True,"Happy Birthday, Wanda June",
